year,region,price,id,description
2002,2.0,3.5849998999999997,UKI,Strawberries
2002,3.0,3.9400001,UKJ,Strawberries
2002,4.0,3.96,UKK,Strawberries
2002,5.0,3.94500005,UKH,Strawberries
2002,6.0,4.045000099999999,UKF,Strawberries
2002,7.0,3.95,UKG,Strawberries
2002,8.0,3.7,UKE,Strawberries
2002,9.0,3.56500005,UKD,Strawberries
2002,10.0,3.5799999,UKC,Strawberries
2002,11.0,3.8350000499999997,UKL,Strawberries
2002,12.0,3.73,UKM,Strawberries
2002,13.0,5.73,UKN,Strawberries
2003,2.0,4.3800001,UKI,Strawberries
2003,3.0,4.48,UKJ,Strawberries
2003,4.0,4.6299999,UKK,Strawberries
